dataSplit,map,shuffle,reduce,dataCombine,dataLocality,networkFault,networkTraffic,CPUusage,Musage,makespan
0.42823738,0.75648785,0.48564103,0.95759195,0.8940887,0,1,0.25517398,0.32777333,0.87464064,0.74463016
0.4528621,0.81299263,0.5211784,0.9602844,0.8916281,0,1,0.28087422,0.27997497,0.90060747,0.7123058
0.7200087,0.3298837,0.87348676,0.94894767,0.7924438,1,0,0.7783917,0.75902474,0.7550127,0.2763391
0.41068843,0.80874616,0.3975549,0.9601532,0.8961007,0,1,0.21797603,0.24049918,0.8812929,0.7569406
0.22517836,0.96626806,0.17129461,0.99031574,0.9670705,0,1,0.041483037,0.05366316,0.9696026,0.93786687
0.48300135,0.6309006,0.6771214,0.94881475,0.8864475,0,1,0.42341158,0.45689964,0.82284683,0.63182956
0.6180569,0.5452953,0.7752245,0.9681009,0.86961234,1,1,0.61006236,0.55787295,0.8063506,0.4833507
0.7090777,0.39234266,0.8579057,0.9569971,0.8030407,1,0,0.7594255,0.74472195,0.7606439,0.32155535
0.50844926,0.63824826,0.6510499,0.9541018,0.8709563,0,1,0.39886382,0.46461296,0.8569272,0.58778423
0.7298009,0.37985086,0.88376737,0.98547876,0.89176434,1,0,0.73959166,0.7721009,0.83633626,0.34186304
0.5011356,0.71054035,0.56321704,0.9575523,0.8790959,0,1,0.37525713,0.4282871,0.8488782,0.65569866
0.6277431,0.60466474,0.78338176,0.9851083,0.905674,1,1,0.5513464,0.5537302,0.88003963,0.5127652
0.43612552,0.79312444,0.519908,0.95803946,0.910048,0,1,0.27038538,0.28905186,0.8951163,0.7000629
0.69520015,0.43642214,0.8368443,0.9645555,0.84841585,1,0,0.71983993,0.71389973,0.7861765,0.35962924
0.60698235,0.61303586,0.7322365,0.96293145,0.87130165,0,1,0.56069434,0.54387623,0.8414107,0.50222486
0.7483442,0.27068606,0.9034161,0.95676166,0.77884114,1,0,0.8334467,0.8328787,0.6995783,0.23053822
0.22656438,0.9586456,0.15801021,0.98007214,0.9551389,0,1,0.049297057,0.07103044,0.9526315,0.93311346
0.4995842,0.8261896,0.5671896,0.9798279,0.92154765,0,1,0.2929975,0.34169018,0.92830014,0.69312435
0.63888943,0.4642214,0.8444901,0.98490155,0.9007227,1,0,0.66250366,0.6523509,0.84391236,0.44046795
0.2878422,0.9314579,0.22936238,0.9710972,0.9463321,0,1,0.08660722,0.10622607,0.9423928,0.8829387
0.5308022,0.69731665,0.63521737,0.9577569,0.8732788,0,1,0.4205431,0.38326758,0.8599189,0.5997811
0.61408263,0.47092462,0.78923357,0.97159064,0.8642875,1,0,0.63139504,0.6481791,0.7757678,0.4578189
0.39169237,0.85105413,0.4579914,0.9815415,0.93975526,0,1,0.16734354,0.23904303,0.9379325,0.7991176
0.20994718,0.9479554,0.18184794,0.9769208,0.9621368,0,1,0.053127054,0.07168846,0.9466501,0.93618023
0.56622326,0.5670366,0.70470715,0.97550076,0.87254864,0,1,0.4693706,0.56078905,0.8348197,0.59988594
0.40347368,0.9015074,0.44371277,0.99098384,0.95397216,0,1,0.16207503,0.18717375,0.9557805,0.8342935
0.2649943,0.9423426,0.20465627,0.9735927,0.9527391,0,1,0.06374073,0.089433186,0.949397,0.90522826
0.66291845,0.48081768,0.8215892,0.9734265,0.86986023,1,0,0.6371636,0.6661216,0.84796447,0.4147139
0.7288638,0.25785336,0.90090036,0.94561094,0.7872577,1,0,0.8178269,0.8316389,0.7168215,0.25521335
0.31385544,0.9031436,0.2731926,0.9683143,0.9347149,0,1,0.11134897,0.13394168,0.92091936,0.8714128
0.5093201,0.7079523,0.5828384,0.9569829,0.8950375,0,1,0.37793538,0.40983742,0.8580014,0.6249634
0.78234524,0.18193974,0.9368059,0.9526287,0.7742748,1,0,0.88591254,0.89143866,0.65234274,0.18128704
0.81757164,0.14145806,0.96453744,0.96006906,0.7828021,1,0,0.9248307,0.92784345,0.651688,0.14290574
0.1514372,0.9782555,0.09436847,0.9770874,0.9606139,0,1,0.022852767,0.03707632,0.96311164,0.9615621
0.23810261,0.96629,0.16747437,0.9876123,0.95273304,0,1,0.048220977,0.06542502,0.9635441,0.9343862
0.5040319,0.58388084,0.7023731,0.96705514,0.88976556,0,1,0.43600377,0.5090989,0.8204942,0.6227623
0.28058222,0.9129983,0.25921243,0.96199566,0.9325758,0,1,0.0990411,0.14193976,0.9179006,0.88626987
0.6607909,0.4590421,0.81488836,0.9654121,0.82304066,1,0,0.6864381,0.6594553,0.78740335,0.40807816
0.526705,0.6726667,0.6023005,0.9687206,0.8821472,0,1,0.41843808,0.42629093,0.8351633,0.6096637
0.69396144,0.38886684,0.82089704,0.952554,0.7965874,1,0,0.7360194,0.7322761,0.7374185,0.36410183
0.3772788,0.8947917,0.37083372,0.9813126,0.94450074,0,1,0.1535255,0.15821096,0.9347454,0.8243527
0.17448375,0.9777983,0.086456835,0.98592365,0.96885425,0,1,0.021897439,0.028877508,0.9705156,0.95692945
0.6962794,0.31530896,0.8877103,0.9649942,0.83877176,1,0,0.7419285,0.79115564,0.78621346,0.30073678
0.45365646,0.7650554,0.54748183,0.9746052,0.92384356,0,1,0.28831464,0.28340024,0.8987332,0.70019776
0.6288597,0.46945775,0.8357954,0.9702541,0.89390016,1,0,0.5969255,0.64698917,0.84881413,0.4419339
0.7509546,0.19409817,0.9202638,0.9193776,0.7207282,1,0,0.8680536,0.8663867,0.6132999,0.18823284
0.35188013,0.8605461,0.35417762,0.96101624,0.89933276,0,1,0.17820889,0.205153,0.8838046,0.8282124
0.4566682,0.76425916,0.5020575,0.96009374,0.8901779,0,1,0.27768484,0.3486711,0.88424873,0.70216477
0.65283614,0.43322632,0.7830657,0.9196084,0.76754963,1,0,0.65923333,0.63473135,0.7508665,0.36456087
0.5230473,0.6578926,0.6447984,0.9412696,0.84316564,0,1,0.45095232,0.4307026,0.80231625,0.5848938
0.56144524,0.7365659,0.69781476,0.97790134,0.9055699,0,1,0.45305312,0.50431037,0.900016,0.59144336
0.30091292,0.93452764,0.26900303,0.98869884,0.9536841,0,1,0.08894759,0.098805495,0.9528131,0.8950758
0.5458495,0.5603461,0.7638143,0.9546181,0.8850287,0,1,0.5182899,0.58324605,0.8256213,0.55806965
0.6059798,0.6794826,0.71716887,0.98327464,0.8948953,0,1,0.49428815,0.5021804,0.89399636,0.5266555
0.6558761,0.5535463,0.7811083,0.9793499,0.89071715,0,1,0.6182736,0.57649004,0.85929286,0.45087087
0.7265058,0.3202444,0.91597384,0.9746614,0.84377843,1,0,0.7838195,0.81190526,0.79064214,0.30288363
0.76907855,0.24931408,0.93398,0.97440654,0.8484623,1,0,0.8362976,0.8553345,0.7834411,0.2182413
0.5710473,0.5992889,0.67618704,0.97085345,0.83172935,0,1,0.52194756,0.49703074,0.82887113,0.5270769
0.4024765,0.84091324,0.54555726,0.9858303,0.95777154,0,1,0.20874709,0.2532368,0.9370062,0.802123
0.6083398,0.5765282,0.72439563,0.9725902,0.85084677,1,1,0.5388403,0.5248357,0.842595,0.49643403
0.6728545,0.3912231,0.8642047,0.95098716,0.8341781,1,0,0.7405453,0.7305884,0.77661,0.36562172
0.8002841,0.17426226,0.95049715,0.96337444,0.8020698,1,0,0.8906335,0.89572793,0.7079722,0.17320603
0.58323985,0.6085061,0.68305886,0.95557284,0.8549874,0,1,0.51978225,0.51087344,0.8220529,0.5209369
0.7262903,0.44226846,0.8690088,0.98559743,0.8949106,1,0,0.7185153,0.7062038,0.86710596,0.34311247
0.80738604,0.18384914,0.9467923,0.9601052,0.7898142,1,0,0.8989306,0.89256895,0.69318,0.15049405
0.67129755,0.42303428,0.8448662,0.97130084,0.8587596,1,0,0.7072539,0.67841905,0.7944413,0.3817743
0.42911327,0.85062224,0.4427793,0.96066076,0.9041393,0,1,0.23127171,0.23634192,0.9097092,0.76301104
0.44071275,0.832525,0.5121032,0.9823072,0.94000655,0,1,0.23436932,0.2776719,0.9321455,0.7737184
0.3806353,0.8406871,0.50750947,0.97828686,0.94830966,0,1,0.19430779,0.23751596,0.9258991,0.79586154
0.6059653,0.3906941,0.79877776,0.92051315,0.80876076,1,0,0.6368673,0.6709456,0.7071097,0.42703736
0.75541586,0.27071306,0.9208556,0.9672127,0.8298074,1,0,0.83791703,0.8514701,0.7441487,0.24860893
0.37768182,0.8109654,0.37174335,0.96421623,0.8742555,0,1,0.17915218,0.23077023,0.8815756,0.7853647
0.64171576,0.41084462,0.78939044,0.93144125,0.76314366,1,0,0.64804095,0.67365783,0.7554722,0.37723988
0.37308604,0.9128505,0.3533575,0.985742,0.95303667,0,1,0.14430623,0.17574203,0.94692016,0.8276531
0.54441506,0.64318144,0.6879204,0.9789082,0.8948636,0,1,0.44440845,0.44036996,0.87729543,0.59816366
0.28552058,0.9598329,0.24027649,0.9879015,0.9589134,0,1,0.070143834,0.084651425,0.9654909,0.90909004
0.70281965,0.33622956,0.865622,0.9513625,0.768315,1,0,0.7762882,0.75171155,0.7229392,0.28538942
0.48483628,0.7239954,0.57170206,0.97274876,0.88862747,0,1,0.3054487,0.36325166,0.8824784,0.6775202
0.49242496,0.75009716,0.5767246,0.9696656,0.9055218,0,1,0.33481643,0.3228477,0.8950505,0.6644539
0.23869649,0.9725146,0.15360147,0.9891424,0.9579997,0,1,0.043867055,0.06606751,0.9687965,0.9294747
0.3886769,0.850152,0.3815926,0.95998585,0.9058973,0,1,0.19668402,0.20637625,0.89210296,0.79699105
0.38847992,0.86355406,0.34817195,0.97163,0.91811424,0,1,0.16059895,0.18817799,0.91101843,0.77337676
0.36050186,0.88877076,0.34825197,0.9810739,0.9498036,0,1,0.14976911,0.1825782,0.9305362,0.84006846
0.315555,0.909867,0.3250429,0.98527294,0.95858365,0,1,0.10047284,0.14744802,0.9507986,0.8824827
0.19656536,0.97343713,0.13775036,0.9780795,0.9659475,0,1,0.034214366,0.04500385,0.9658277,0.9473891
0.50548375,0.76275176,0.57986516,0.9728615,0.9097947,0,1,0.34193602,0.3832074,0.8902008,0.6444704
0.68499655,0.43441433,0.8127968,0.9677623,0.83805805,1,0,0.69694966,0.6752292,0.7870109,0.38930744
0.5210787,0.63712,0.6273986,0.9631954,0.8710632,0,1,0.43887374,0.47574466,0.8171179,0.6165437
0.4771256,0.6686336,0.5570544,0.89503723,0.8205946,0,1,0.3936396,0.3926632,0.7866298,0.6257005
0.31146687,0.9180329,0.30500314,0.97937196,0.93619615,0,1,0.112996385,0.1321577,0.93392587,0.87529397
0.4802329,0.8127285,0.5334043,0.9729638,0.9127838,0,1,0.28416136,0.2664834,0.9124585,0.69174933
0.42107838,0.83938324,0.4974292,0.9819878,0.9283049,0,1,0.22984207,0.26547822,0.91921234,0.7900951
0.6096957,0.6231649,0.7352109,0.98502946,0.9125928,0,1,0.4970967,0.5426158,0.8944067,0.54082733
0.6416104,0.6076148,0.8093665,0.99070853,0.9092816,1,1,0.5599697,0.5922012,0.9003594,0.52950805
0.6073962,0.39650428,0.7706517,0.8703439,0.7461572,1,0,0.6532996,0.647741,0.66557634,0.39562893
0.3747901,0.8410595,0.45135796,0.9782362,0.94502723,0,1,0.19242826,0.24190433,0.9168152,0.8164305
0.1451177,0.9721051,0.10242096,0.96658576,0.94640946,0,1,0.029129164,0.03439817,0.94787234,0.9549596
0.10434385,0.99162865,0.046669822,0.99395335,0.9860741,0,1,0.007465659,0.011944024,0.98608273,0.983064
0.43782988,0.80147964,0.4558527,0.9775711,0.9178458,0,1,0.23133187,0.2597813,0.89582705,0.7402847
0.31462738,0.9015644,0.23909777,0.96692395,0.903669,0,1,0.107354686,0.13329723,0.9166432,0.8477986
0.5616338,0.7165305,0.66268384,0.9771227,0.89387316,0,1,0.42390314,0.47101083,0.8910909,0.5635456
0.30643088,0.9113814,0.2679734,0.961261,0.91871464,0,1,0.12864031,0.13448906,0.90942895,0.87392944
0.702433,0.27320293,0.88503647,0.9451573,0.7728823,1,0,0.78723884,0.8130331,0.71991175,0.27864644
0.5036026,0.7511443,0.65009105,0.9687291,0.91628635,0,1,0.36935654,0.36379257,0.90280783,0.636969
0.5713256,0.70461273,0.6786129,0.9726179,0.8849667,0,1,0.45061392,0.49088398,0.8794852,0.5735631
0.53753066,0.7565045,0.6411979,0.9818148,0.9354814,0,1,0.39180827,0.3895079,0.90327793,0.66311514
0.30639523,0.90502083,0.23378594,0.97014624,0.915188,0,1,0.09633365,0.11453435,0.9246443,0.86415017
0.63615006,0.5252989,0.7989408,0.9768654,0.83701724,1,0,0.63002163,0.6237396,0.8280509,0.45653024
0.3968102,0.8256085,0.37914732,0.93545175,0.8831688,0,1,0.21433175,0.2483441,0.885002,0.75832397
0.2176252,0.95687795,0.17854096,0.97636974,0.96259916,0,1,0.04767358,0.06553637,0.95725435,0.9341921
0.49145353,0.74129647,0.560204,0.94642764,0.87482333,0,1,0.34230697,0.387439,0.87417996,0.6461925
0.31645387,0.9017077,0.2838678,0.9530581,0.91227674,0,1,0.122427545,0.1376672,0.9112032,0.8529033
0.7824905,0.2716159,0.9297745,0.9685823,0.8290548,1,0,0.8577505,0.8311764,0.7777173,0.21678983
0.3661532,0.9054004,0.32681954,0.9879314,0.9428642,0,1,0.1200412,0.1397591,0.9479609,0.83377767
0.6536714,0.4769585,0.82639074,0.97687286,0.87937564,1,0,0.67173517,0.6806358,0.80826706,0.43369877
0.38099957,0.8154381,0.41880924,0.95161206,0.8949411,0,1,0.2062363,0.26484248,0.887708,0.7762508
0.37891832,0.8379351,0.39852092,0.96463686,0.91315216,0,1,0.19666265,0.20566055,0.8985488,0.8027332
0.82736903,0.12693356,0.96218324,0.9562872,0.76327753,1,0,0.93157935,0.9240553,0.6490044,0.12355611
0.3983154,0.8924754,0.38368595,0.98170197,0.9315914,0,1,0.17799303,0.20212339,0.9327452,0.8056231
0.58581203,0.60925823,0.75972843,0.9750592,0.8947573,0,1,0.5368136,0.5422975,0.8667182,0.55018693
0.27309287,0.9407937,0.21117109,0.9753278,0.9443521,0,1,0.07376028,0.082560755,0.94196945,0.89898837
0.35645556,0.873414,0.37284702,0.94573283,0.9114536,0,1,0.17650831,0.18267378,0.90414554,0.8188347
0.710342,0.40583417,0.8635229,0.9765354,0.8759522,1,0,0.71013993,0.74898505,0.82561755,0.3499565
0.53046215,0.75645316,0.61432654,0.9739246,0.9061204,0,1,0.37312907,0.44574478,0.90819395,0.6210292
0.5046312,0.7456644,0.55080116,0.9735334,0.8788769,0,1,0.37736806,0.3452157,0.87819725,0.6577739
0.6031928,0.6283787,0.75046986,0.9732525,0.891798,1,1,0.5268784,0.52608824,0.8755471,0.5035548
0.6564485,0.45255584,0.8229948,0.96472853,0.827751,1,0,0.6986441,0.7119957,0.7763064,0.38824168
0.2734641,0.9136536,0.27708495,0.9768144,0.94895536,0,1,0.104947835,0.12517324,0.92626053,0.8966109
0.52364117,0.67266166,0.67820007,0.95816886,0.88923824,0,1,0.41011167,0.46528256,0.87500525,0.57729536
0.46937492,0.7782924,0.5254399,0.9701055,0.91474754,0,1,0.28018045,0.36621985,0.900704,0.69653296
0.8073599,0.13604328,0.95848244,0.96075153,0.77487963,1,0,0.91180265,0.9105612,0.6513423,0.14641173
0.5591625,0.70534134,0.6983139,0.9782683,0.9203927,0,1,0.43206555,0.42910853,0.90351576,0.5689163
0.5159356,0.680036,0.6138201,0.97573537,0.89303684,0,1,0.37720874,0.4868961,0.8642282,0.6663024
0.75367874,0.23663308,0.9146295,0.9499681,0.76733685,1,0,0.83986336,0.8270836,0.6980282,0.2103376
0.7880764,0.16329701,0.94472057,0.9578868,0.785083,1,0,0.88806576,0.8815646,0.6642757,0.17987688
0.43662712,0.81276476,0.4825713,0.9635047,0.90891874,0,1,0.2429659,0.3046594,0.9076161,0.721091
0.534125,0.57334816,0.6371821,0.93364245,0.83789706,0,1,0.45111808,0.5115089,0.77590704,0.58170193
0.5123452,0.7073464,0.60642934,0.95897967,0.8791441,0,1,0.39420375,0.41981155,0.844794,0.6182128
0.50343496,0.7153709,0.57358766,0.9609442,0.85073763,0,1,0.34497872,0.36357185,0.8678811,0.5916941
0.25011477,0.96751326,0.1873504,0.9864514,0.96121794,0,1,0.056379464,0.06537391,0.96451205,0.9244401
0.5987973,0.5277956,0.7770337,0.96101654,0.85918885,1,1,0.60555845,0.6032875,0.79650235,0.51808304
0.35219327,0.82153165,0.4191944,0.95072895,0.9163084,0,1,0.18841088,0.22291051,0.8897898,0.792154
0.3942999,0.871032,0.39662972,0.9826267,0.93798774,0,1,0.18017022,0.2030993,0.9281998,0.8079602
0.4930294,0.76833415,0.6001139,0.98551303,0.94537604,0,1,0.28261167,0.36860484,0.91889787,0.7223509
0.54828787,0.5619167,0.76684433,0.97722113,0.91861165,0,1,0.5115663,0.576038,0.8422043,0.59235275
0.64627916,0.45923883,0.8277107,0.9672728,0.84799033,1,0,0.696387,0.6796091,0.76474804,0.41496864
0.76863986,0.18931258,0.92335683,0.9469028,0.74993056,1,0,0.87088853,0.8545723,0.65816337,0.19950052
0.33891216,0.85763997,0.41398507,0.9759345,0.9482561,0,1,0.16159235,0.20314428,0.9181697,0.8416776
0.26887867,0.96895665,0.2071846,0.99285173,0.97364026,0,1,0.051293336,0.06596771,0.9771529,0.9250191
0.77007204,0.22427239,0.94038785,0.9715769,0.84421545,1,0,0.8729164,0.87058187,0.7295492,0.22558258
0.46320567,0.8123969,0.49865454,0.97910506,0.91818076,0,1,0.25435597,0.29114527,0.91918516,0.71656775
0.78124475,0.21019708,0.9397073,0.96022487,0.77854633,1,0,0.88249207,0.8680432,0.7121672,0.16714282
0.43100813,0.8269605,0.46821225,0.9743545,0.90944964,0,1,0.22939233,0.26573345,0.9169797,0.76362234
0.74133086,0.3650681,0.90081775,0.9777611,0.8612067,1,0,0.8073874,0.78042626,0.81195736,0.32800823
0.31403494,0.9041653,0.2727581,0.94859296,0.9095984,0,1,0.12505604,0.13139862,0.9037535,0.85777056
0.6039144,0.51981395,0.7520928,0.9583882,0.836116,1,0,0.60577846,0.58397883,0.7810261,0.43363324
0.40321192,0.83019686,0.46949115,0.9686038,0.9266963,0,1,0.2037892,0.22678424,0.9057828,0.7869224
0.14088058,0.96473783,0.1247611,0.98545927,0.9725997,0,1,0.030626748,0.04169396,0.95609885,0.96420026
0.355608,0.8760357,0.36851928,0.9556148,0.92223924,0,1,0.17122217,0.17691827,0.9092285,0.8198364
0.5434778,0.51317835,0.7017556,0.9425453,0.85439056,1,1,0.48568252,0.5332558,0.79396933,0.5218037
0.30599433,0.94388884,0.2653252,0.9877434,0.9597599,0,1,0.09007923,0.09657618,0.9563845,0.8970573
0.71663445,0.3146147,0.90676934,0.97483975,0.8658104,1,0,0.7635023,0.80321807,0.80966425,0.3049083
0.44388157,0.7969279,0.46651563,0.96519667,0.8736652,0,1,0.22946028,0.2618141,0.8975252,0.68680567
0.23523362,0.9544946,0.16376857,0.97089964,0.9503599,0,1,0.06022065,0.07099606,0.94369984,0.92043084
0.52471614,0.74223185,0.5951763,0.9722079,0.91736233,0,1,0.36555272,0.35593128,0.8897144,0.63123983
0.37317425,0.8961135,0.36941457,0.9861677,0.9403367,0,1,0.13393463,0.18764193,0.94967127,0.8483445
0.4322918,0.8233954,0.4284408,0.9691107,0.89028424,0,1,0.23647453,0.26214987,0.89947563,0.75010777
0.5582738,0.64362127,0.67721725,0.95860124,0.85075617,0,1,0.51165956,0.48520195,0.82576257,0.5498948
0.2632247,0.94812334,0.20186476,0.97778904,0.9413041,0,1,0.068535954,0.071009025,0.94707906,0.8950289
0.13232097,0.9880061,0.07026056,0.9872128,0.9772214,0,1,0.014954509,0.019550376,0.9774197,0.97274697
0.40638843,0.8629376,0.41394222,0.97402894,0.89376473,0,1,0.20100102,0.22434223,0.91095454,0.76116824
0.44191486,0.7894497,0.47434488,0.9507132,0.86724466,0,1,0.2903127,0.30660114,0.85206485,0.69905806
0.53611887,0.64591444,0.6598061,0.9589784,0.86087215,0,1,0.42042452,0.4268247,0.8512438,0.55567425
0.6276238,0.5194278,0.7382902,0.9492291,0.7777473,1,1,0.62953067,0.6302827,0.7859264,0.4510617
0.5158699,0.68824553,0.5894571,0.9580952,0.88232255,0,1,0.39795023,0.38782027,0.8309563,0.64312065
0.31485328,0.91213346,0.25984916,0.9685302,0.94040364,0,1,0.10373799,0.1297828,0.9248743,0.87071896
0.25641116,0.95455754,0.18480346,0.9893151,0.9690191,0,1,0.0558408,0.07594686,0.96131474,0.9208153
0.5750612,0.52641207,0.72816604,0.93754977,0.8353206,1,1,0.51439524,0.5749124,0.81225926,0.49030182
0.43944445,0.80443746,0.52839816,0.9739337,0.8975748,0,1,0.26602107,0.30065346,0.88865757,0.72370416
0.45004624,0.6782195,0.5191446,0.915386,0.83859867,0,1,0.34831125,0.37993264,0.8029919,0.65856177
0.69476914,0.32670358,0.8375763,0.91312665,0.7060419,1,0,0.7568991,0.751508,0.6902511,0.29797512
0.75989395,0.19674833,0.91996986,0.92947876,0.7124716,1,0,0.87580657,0.86547613,0.6322641,0.18798052
0.2338225,0.9531971,0.20462747,0.9799609,0.96298736,0,1,0.058799475,0.07918438,0.9543134,0.9302686
0.41471502,0.8768782,0.41052797,0.9809873,0.93180394,0,1,0.2029596,0.20325652,0.92658085,0.786811
0.5758624,0.6262016,0.7235587,0.9709482,0.85754853,1,1,0.5054921,0.49733162,0.8420189,0.49030572
0.5378793,0.5249316,0.7231162,0.9697202,0.8747221,0,1,0.49656162,0.5306781,0.84446836,0.53364253
0.54243386,0.7988355,0.6487664,0.986127,0.9341152,0,1,0.36372623,0.37548196,0.93447113,0.67022276
0.4496038,0.82232594,0.4985928,0.9644708,0.90384096,0,1,0.28344405,0.27457753,0.89746994,0.7310644
0.573504,0.70423573,0.73809856,0.9790526,0.9265178,0,1,0.45407417,0.4652882,0.91269875,0.56812793
0.52204025,0.5974756,0.67530704,0.9430411,0.8629803,0,1,0.45866346,0.5135372,0.8087892,0.5995202
0.7502784,0.32690558,0.9148198,0.9810325,0.88889503,1,0,0.7960308,0.8116821,0.8357949,0.2711543
0.7088456,0.30572185,0.8829196,0.9562166,0.83307,1,0,0.76667565,0.7737901,0.71423846,0.31014368
0.39800158,0.87081987,0.405219,0.9718575,0.9274936,0,1,0.19651718,0.23850387,0.9192162,0.793711
0.35126576,0.86585236,0.32571912,0.9483981,0.8972942,0,1,0.16127378,0.19228628,0.8854368,0.8302835
0.17937629,0.98252505,0.09217661,0.98674136,0.9670733,0,1,0.025897637,0.03453176,0.9704055,0.9564327
0.69574636,0.40787745,0.8733492,0.9826667,0.8666532,1,0,0.72894245,0.7183421,0.8292054,0.38036108
0.5820557,0.5338505,0.74206984,0.97157514,0.8825839,1,1,0.54167813,0.54482114,0.84483004,0.48453158
0.72854453,0.2903238,0.8919951,0.94903666,0.81670034,1,0,0.7934182,0.80245304,0.72505695,0.28111446
0.6614283,0.45891786,0.8315739,0.95778745,0.84819543,1,0,0.6509737,0.62987125,0.8229557,0.34849036
0.6467594,0.5715306,0.7896951,0.97748744,0.86777925,1,1,0.6089531,0.59033406,0.85664576,0.43194702
0.39274797,0.82432014,0.40380034,0.97057045,0.9188263,0,1,0.18916291,0.24019857,0.9133593,0.7906632
0.36925307,0.8573255,0.46671954,0.98251086,0.93451655,0,1,0.22058131,0.20419833,0.90743124,0.8290339
0.40772986,0.80391484,0.4073199,0.9578728,0.8861176,0,1,0.20313504,0.2846543,0.8834995,0.7606715
0.49328396,0.77274376,0.6330303,0.98244923,0.93799627,0,1,0.33188713,0.33092543,0.9220387,0.6587321
0.5698748,0.618929,0.7234027,0.96556616,0.90624017,0,1,0.4652725,0.5126765,0.8688553,0.5607605
0.3354971,0.921045,0.27469984,0.9803132,0.932374,0,1,0.11832705,0.14584816,0.937,0.85569966
0.50902057,0.7486055,0.62372,0.98540086,0.9155814,0,1,0.37624016,0.3711787,0.8961949,0.6886497
0.41695243,0.84977335,0.45187962,0.97643256,0.92546064,0,1,0.2329089,0.22279742,0.9177741,0.77130574
0.6771273,0.3987582,0.8449218,0.95895094,0.8449148,1,0,0.7105243,0.70774436,0.77788705,0.34435135
0.24510135,0.94710344,0.17278443,0.97856927,0.9597507,0,1,0.05529148,0.076593995,0.94894177,0.9252731
0.6713156,0.3742859,0.8139516,0.920979,0.7355132,1,0,0.73603696,0.71007603,0.6962847,0.33447096
0.6189347,0.5570291,0.73977864,0.9416669,0.8255393,1,1,0.6065238,0.62384075,0.8023455,0.45386493
0.7029768,0.4548462,0.86391175,0.9772334,0.86709166,1,0,0.73077923,0.70106804,0.838352,0.38478354
0.35128292,0.9053128,0.3216869,0.97307575,0.9365855,0,1,0.13702916,0.16699088,0.9379953,0.8416387
0.27829725,0.93279713,0.18419017,0.9499687,0.9181328,0,1,0.089726165,0.10593286,0.9162248,0.8795606
0.43169153,0.7921148,0.47081742,0.93693435,0.88606113,0,1,0.29720622,0.319018,0.8515267,0.72107816
0.58629537,0.535471,0.72254324,0.9651079,0.821272,1,1,0.53936076,0.56638145,0.7995599,0.47773144
0.47364542,0.7717984,0.632889,0.9876687,0.95278156,0,1,0.29323387,0.3760325,0.929446,0.7262076
0.78300303,0.19831544,0.94415206,0.9704815,0.7880181,1,0,0.8755134,0.8855631,0.72279114,0.19751003
0.3410264,0.83556336,0.31972268,0.9467774,0.89168227,0,1,0.14729983,0.18504569,0.8772638,0.81143606
0.3410521,0.8599611,0.32218018,0.94642574,0.9180184,0,1,0.15009423,0.19681579,0.8932905,0.83493894
0.78668994,0.17521721,0.94799596,0.9603918,0.79429424,1,0,0.886122,0.8898687,0.672854,0.19470392
0.7359019,0.2424144,0.8956795,0.94760936,0.75249064,1,0,0.8185464,0.8292441,0.69186175,0.22638689
0.4662463,0.7145324,0.54709166,0.9523403,0.8819758,0,1,0.31496724,0.40747517,0.87572205,0.65360147
0.7871105,0.25213972,0.93360287,0.97169185,0.8435205,1,0,0.8733847,0.8652158,0.7398925,0.21753262
0.8135956,0.16810635,0.95447356,0.96769774,0.7968269,1,0,0.9048859,0.9060895,0.6963464,0.14781559
0.8463051,0.10951914,0.9725348,0.97124153,0.7930526,1,0,0.9452438,0.93575114,0.67540616,0.10122291
0.701052,0.33411154,0.87427807,0.9662688,0.85264224,1,0,0.7232218,0.7841668,0.7797626,0.35997954
0.6756935,0.48161477,0.825265,0.983163,0.8866317,1,0,0.6608889,0.676244,0.84634906,0.4176327
0.19235268,0.9664345,0.119383685,0.9790405,0.9449795,0,1,0.041961268,0.0514468,0.9460919,0.9426124
0.5363987,0.7156297,0.6250955,0.9788417,0.8981707,0,1,0.37623918,0.36018807,0.8895725,0.59916735
0.41355503,0.7933416,0.5215256,0.97135645,0.91589385,0,1,0.2674655,0.30683577,0.8839126,0.7751229
0.63132894,0.5467421,0.7619726,0.96903145,0.8498745,1,1,0.61156535,0.5734883,0.8331088,0.45040062
0.2059817,0.94989914,0.15927443,0.96875393,0.93332756,0,1,0.050904267,0.0597329,0.93483907,0.9241501
0.7204523,0.27161264,0.89906055,0.93570733,0.7761326,1,0,0.831182,0.81897616,0.6824951,0.25672194
0.64177746,0.4035362,0.8426965,0.9686702,0.82554954,1,0,0.7046136,0.68449855,0.7422173,0.3880045
0.37527016,0.8443274,0.38824186,0.9600045,0.9128627,0,1,0.16452354,0.23672283,0.9084068,0.7976597
0.1595479,0.98598456,0.10389423,0.9906061,0.98031354,0,1,0.017999047,0.026512975,0.98213875,0.9668222
0.6151542,0.540354,0.8206112,0.9871865,0.9247295,1,1,0.5786082,0.5970557,0.8945607,0.47181648
0.46491376,0.83547115,0.5346125,0.982457,0.94372153,0,1,0.26344332,0.26559204,0.9262449,0.73329765
0.6271662,0.5820555,0.7876562,0.9817694,0.8781584,1,1,0.59414446,0.59677225,0.86187005,0.516586
